Unnamed: 0,models,filepaths,labelpaths,acc,nll,brier,qunc,hyperparameters,train_set,test_set,model_family,shift_Unnamed: 0,shift_filepaths,shift_labelpaths,shift_acc,shift_nll,shift_brier,shift_qunc,shift_set,shift_model_family
0,FixPNASNet,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_FixPNASNet.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.83698,0.6856677047749895,0.248335577230064,0.1339058578014373,,imagenet,imagenet,Neural Network,0,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_FixPNASNet.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.7336,1.2790053409370128,0.4030896346494674,0.1926206350326538,imagenetv2mf,Neural Network
1,FixResNet50,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_FixResNet50.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.79,0.8295782977591544,0.301193723498694,0.2858237624168396,,imagenet,imagenet,Neural Network,1,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_FixResNet50.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6673,1.43703885435265,0.4547792786868104,0.3861432671546936,imagenetv2mf,Neural Network
2,FixResNet50_no_adaptation,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_FixResNet50_no_adaptation.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.7704,0.9149001232894254,0.3231749422350018,0.2584859430789947,,imagenet,imagenet,Neural Network,2,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_FixResNet50_no_adaptation.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6503,1.5821637702208855,0.4796625724279553,0.3504094779491424,imagenetv2mf,Neural Network
3,FixResNet50_v2,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_FixResNet50_v2.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.79098,0.8269692613840279,0.3001970342209814,0.2822835147380829,,imagenet,imagenet,Neural Network,3,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_FixResNet50_v2.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.669,1.4346429119598678,0.4534834650428019,0.3823173940181732,imagenetv2mf,Neural Network
4,alexnet,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_alexnet.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.56522,1.910299075748398,0.5589174810989186,0.5300764235375724,,imagenet,imagenet,Neural Network,4,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_alexnet.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.4343,2.7264349575823608,0.700655867534585,0.617688393424201,imagenetv2mf,Neural Network
5,bninception,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_bninception.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.73524,1.1794072966927869,0.3773508017740767,0.2437905832468421,,imagenet,imagenet,Neural Network,5,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_bninception.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6199,1.9369369500053824,0.5351660424385817,0.3245627851424336,imagenetv2mf,Neural Network
6,cafferesnet101,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_cafferesnet101.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.762,0.9934998123405372,0.3365444313383032,0.2477310359254453,,imagenet,imagenet,Neural Network,6,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_cafferesnet101.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6414,1.6877979984521436,0.4941975784492746,0.3376793790088362,imagenetv2mf,Neural Network
7,densenet121,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_densenet121.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.74434,1.028076896013807,0.3557642717086147,0.3159472872555905,,imagenet,imagenet,Neural Network,7,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_densenet121.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6215,1.6828726300057868,0.5068498531429483,0.4076507792779711,imagenetv2mf,Neural Network
8,densenet161,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_densenet161.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.77138,0.9436757154751682,0.325483857829222,0.237844380769678,,imagenet,imagenet,Neural Network,8,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_densenet161.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6529,1.610269052010057,0.4812922146002,0.3219423328070589,imagenetv2mf,Neural Network
9,densenet169,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_densenet169.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.756,0.997791967770568,0.3425586346894237,0.2594932512095306,,imagenet,imagenet,Neural Network,9,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_densenet169.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6355,1.6975248620855852,0.5010649609346883,0.34587756166493,imagenetv2mf,Neural Network
10,densenet201,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_densenet201.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.76896,0.9269754574885064,0.3259507102755934,0.2740586779288327,,imagenet,imagenet,Neural Network,10,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_densenet201.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6476,1.5914719694819466,0.4827870896651434,0.3627066961481917,imagenetv2mf,Neural Network
11,dpn131,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_dpn131.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.79432,0.8470373156678181,0.2964651004932201,0.2041942809188849,,imagenet,imagenet,Neural Network,11,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_dpn131.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6773,1.5007930425274454,0.4540038059897213,0.2890388632177489,imagenetv2mf,Neural Network
12,dpn68,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_dpn68.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.75868,0.961741744361428,0.335765360533317,0.289563020441569,,imagenet,imagenet,Neural Network,12,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_dpn68.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6311,1.6114951038147398,0.4929796869479022,0.3834598977114662,imagenetv2mf,Neural Network
13,dpn98,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_dpn98.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.79224,0.8522939482056571,0.2983208965294806,0.2097749291783451,,imagenet,imagenet,Neural Network,13,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_dpn98.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6776,1.4969379886214125,0.4527187602125056,0.2957706535113321,imagenetv2mf,Neural Network
14,efficientnet-b0,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_efficientnet-b0.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.76528,1.0240539346422446,0.3385900523072686,0.4425788223743438,,imagenet,imagenet,Neural Network,14,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_efficientnet-b0.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6365,1.6515530275436774,0.4878089352407682,0.5320823192596436,imagenetv2mf,Neural Network
15,efficientnet-b0-autoaug,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_efficientnet-b0-autoaug.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.7684,1.0017287744623025,0.3364433400044951,0.4558711647987366,,imagenet,imagenet,Neural Network,15,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_efficientnet-b0-autoaug.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6442,1.5979610027176416,0.4791849553665197,0.5480941534042358,imagenetv2mf,Neural Network
16,efficientnet-b1,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_efficientnet-b1.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.77908,0.9724234964138712,0.3183468266304301,0.4257600903511047,,imagenet,imagenet,Neural Network,16,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_efficientnet-b1.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6584,1.5806081246406771,0.4626246470287294,0.5101639032363892,imagenetv2mf,Neural Network
17,efficientnet-b1-autoaug,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_efficientnet-b1-autoaug.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.78716,0.9206902517985076,0.307368568012703,0.422008603811264,,imagenet,imagenet,Neural Network,17,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_efficientnet-b1-autoaug.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6699,1.4917730533805442,0.4492198959247455,0.5062084197998047,imagenetv2mf,Neural Network
18,efficientnet-b2,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_efficientnet-b2.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.7889,0.9757804752138582,0.3175763045149659,0.4841474890708923,,imagenet,imagenet,Neural Network,18,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_efficientnet-b2.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6688,1.5581224966370502,0.4629020589057728,0.5519221425056458,imagenetv2mf,Neural Network
19,efficientnet-b2-autoaug,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_efficientnet-b2-autoaug.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.79776,0.8787004271323973,0.293631553017364,0.4167097508907318,,imagenet,imagenet,Neural Network,19,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_efficientnet-b2-autoaug.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6853,1.4169349079699023,0.43008408795998,0.4941018521785736,imagenetv2mf,Neural Network
20,efficientnet-b3,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_efficientnet-b3.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.80212,0.8678158653527498,0.2869370970139378,0.3974906206130981,,imagenet,imagenet,Neural Network,20,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_efficientnet-b3.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6842,1.4423472680856473,0.4378931507188616,0.4717703759670257,imagenetv2mf,Neural Network
21,efficientnet-b3-autoaug,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_efficientnet-b3-autoaug.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.81054,0.8813854402132845,0.2888669705436309,0.4544916450977325,,imagenet,imagenet,Neural Network,21,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_efficientnet-b3-autoaug.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.7012,1.4156473500060849,0.4236433043500883,0.519220232963562,imagenetv2mf,Neural Network
22,efficientnet-b4,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_efficientnet-b4.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.82228,0.9341057160940364,0.3034192256603363,0.5438277721405029,,imagenet,imagenet,Neural Network,22,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_efficientnet-b4.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.7081,1.4429255103240168,0.4367300829513224,0.5993725657463074,imagenetv2mf,Neural Network
23,efficientnet-b4-autoaug,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_efficientnet-b4-autoaug.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.8255,0.8577182187454123,0.2803502011065161,0.4877792298793793,,imagenet,imagenet,Neural Network,23,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_efficientnet-b4-autoaug.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.7203,1.345501685266057,0.4094476180274417,0.5504522323608398,imagenetv2mf,Neural Network
24,efficientnet-b5,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_efficientnet-b5.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.83114,0.7848405313219688,0.2600608507848638,0.4362055361270904,,imagenet,imagenet,Neural Network,24,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_efficientnet-b5.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.7277,1.2676216893069443,0.3897075039712126,0.4912943243980407,imagenetv2mf,Neural Network
25,efficientnet-b5-autoaug,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_efficientnet-b5-autoaug.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.8363,0.7407706717079692,0.2484998290755839,0.4091714918613434,,imagenet,imagenet,Neural Network,25,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_efficientnet-b5-autoaug.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.7352,1.2108210454072803,0.377252132816575,0.4698468744754791,imagenetv2mf,Neural Network
26,efficientnet-b5-randaug,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_efficientnet-b5-randaug.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.83532,0.7514579931403307,0.2503741957721552,0.4042936265468597,,imagenet,imagenet,Neural Network,26,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_efficientnet-b5-randaug.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.7322,1.2348151637139964,0.3810885023919563,0.465540736913681,imagenetv2mf,Neural Network
27,efficientnet-b6-autoaug,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_efficientnet-b6-autoaug.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.84128,0.76429589681805,0.2532618103346757,0.4629608988761902,,imagenet,imagenet,Neural Network,27,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_efficientnet-b6-autoaug.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.7407,1.205770560441818,0.376424033620551,0.5170980095863342,imagenetv2mf,Neural Network
28,efficientnet-b7-autoaug,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_efficientnet-b7-autoaug.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.84334,0.7650295145458728,0.2490883537821027,0.4497974514961242,,imagenet,imagenet,Neural Network,28,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_efficientnet-b7-autoaug.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.7453,1.2153751624980942,0.3738587718735419,0.50273197889328,imagenetv2mf,Neural Network
29,efficientnet-b7-randaug,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_efficientnet-b7-randaug.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.84726,0.6957619819036126,0.2346249519957294,0.3912134766578674,,imagenet,imagenet,Neural Network,29,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_efficientnet-b7-randaug.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.7484,1.1440693818382452,0.3601486642066355,0.4482526481151581,imagenetv2mf,Neural Network
30,fbresnet152,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_fbresnet152.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.77386,0.9044239539334696,0.3182410416303318,0.2497298691183106,,imagenet,imagenet,Neural Network,30,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_fbresnet152.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6548,1.549835031208907,0.4753594504994363,0.3371054672734266,imagenetv2mf,Neural Network
31,googlenet_inceptionv1,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_googlenet_inceptionv1.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.69778,1.282827497988228,0.419394223298988,0.4813178592279595,,imagenet,imagenet,Neural Network,31,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_googlenet_inceptionv1.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.5788,1.9144454678177527,0.5534980518398962,0.5746758573299361,imagenetv2mf,Neural Network
32,inceptionresnetv2,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_inceptionresnetv2.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.8027,0.8417578180643206,0.2856185525317864,0.2951693935444891,,imagenet,imagenet,Neural Network,32,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_inceptionresnetv2.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6929,1.4146445472043727,0.4312959399428696,0.3589573634822887,imagenetv2mf,Neural Network
33,inceptionv3,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_inceptionv3.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.7732,0.9873984416064984,0.3244172624868285,0.3371782146723221,,imagenet,imagenet,Neural Network,33,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_inceptionv3.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6567,1.6007597670098055,0.4683131313516306,0.4244192866846815,imagenetv2mf,Neural Network
34,inceptionv4,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_inceptionv4.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.80082,0.8478659399570717,0.2871618367525402,0.2854306149113364,,imagenet,imagenet,Neural Network,34,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_inceptionv4.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6924,1.4176317212019098,0.4286071136747222,0.3610465850081344,imagenetv2mf,Neural Network
35,mnasnet0_5,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_mnasnet0_5.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.67602,1.3732588360536102,0.4363811712880567,0.3680217604559559,,imagenet,imagenet,Neural Network,35,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_mnasnet0_5.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.542,2.169185303367124,0.5971941459772991,0.4680094940941405,imagenetv2mf,Neural Network
36,mnasnet1_0,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_mnasnet1_0.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.73456,1.0777827981335322,0.3660550801012467,0.2993429795813939,,imagenet,imagenet,Neural Network,36,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_mnasnet1_0.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6044,1.8182299857604984,0.5312776229051825,0.399006428970366,imagenetv2mf,Neural Network
37,mobilenet_v2,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_mobilenet_v2.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.71878,1.1477031209610618,0.386356232852933,0.3421562852797631,,imagenet,imagenet,Neural Network,37,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_mobilenet_v2.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.5902,1.8447818502918267,0.5429461315520142,0.4399165851417078,imagenetv2mf,Neural Network
38,nasnetalarge,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_nasnetalarge.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.82506,0.7968044223477163,0.2626918990198135,0.3110511898418104,,imagenet,imagenet,Neural Network,38,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_nasnetalarge.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.7229,1.3437818985912615,0.405454163619741,0.3582632829012676,imagenetv2mf,Neural Network
39,nasnetamobile,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_nasnetamobile.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.7408,1.1015911968106329,0.3589483480854742,0.3922728796253694,,imagenet,imagenet,Neural Network,39,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_nasnetamobile.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6132,1.7654532312157531,0.514059003545511,0.4716744268463835,imagenetv2mf,Neural Network
40,pnasnet5large,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_pnasnet5large.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.82736,0.8181448149689851,0.2604620871007233,0.363104765210591,,imagenet,imagenet,Neural Network,40,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_pnasnet5large.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.7231,1.36156633420228,0.4011202916245125,0.4159450892781235,imagenetv2mf,Neural Network
41,polynet,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_polynet.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.80858,0.8505789070259769,0.2865323288810767,0.1516574918463143,,imagenet,imagenet,Neural Network,41,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_polynet.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.7007,1.5015204498659944,0.4409821152702359,0.2151301324989115,imagenetv2mf,Neural Network
42,resnet101,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_resnet101.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.77374,0.9119464814674616,0.3201037007163929,0.2434119948803296,,imagenet,imagenet,Neural Network,42,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_resnet101.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6545,1.5826360465210234,0.4793707399630656,0.3253706914959779,imagenetv2mf,Neural Network
43,resnet152,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_resnet152.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.78312,0.8765092732655507,0.3093004389977808,0.2301510128986363,,imagenet,imagenet,Neural Network,43,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_resnet152.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.6684,1.4892791162761898,0.460488219822145,0.3148379836860814,imagenetv2mf,Neural Network
44,resnet18,/datahd3a/imagenet_testbest_outputs/logits/val/val_|_resnet18.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/val.npy,0.69758,1.2473143555506574,0.4111512571058415,0.3717596371050831,,imagenet,imagenet,Neural Network,44,/datahd3a/imagenet_testbest_outputs/logits/imagenetv2-matched-frequency-format-val/imagenetv2-matched-frequency-format-val_|_resnet18.pickle,/data/Projects/linear_ensembles/interp_ensembles/data/imagenet_targets/imagenetv2mf.npy,0.5731,1.9283662449795893,0.561817869404254,0.46787016113571,imagenetv2mf,Neural Network
