bin_id,name,Avg. NLL,Ensemble Diversity (NLL),Ensemble NLL,Ensemble Accuracy,Total Variance,num_params,ensemble_hyperparameters,ens_size,type,binning,seed,dataset,Num. Params
0,FixPNASNet--efficientnet-b4-autoaug--efficientnet-b5-randaug--pnasnet5large,0.7782471829074289,0.0995068886778614,0.6787402924937478,0.84522,0.0372853673694265,221846760.0,"{'model_scores': [8, 8, 8, 8], 'model_names': ['FixPNASNet', 'efficientnet-b4-autoaug', 'efficientnet-b5-randaug', 'pnasnet5large']}",4,het,8,78720,imagenet,
0,efficientnet-b4--efficientnet-b4-autoaug--efficientnet-b5--efficientnet-b5-autoaug,0.8293587565422058,0.0568419769406318,0.7725168081435189,0.84262,0.0216079223901033,99462824.0,"{'model_scores': [8, 8, 8, 8], 'model_names': ['efficientnet-b4', 'efficientnet-b4-autoaug', 'efficientnet-b5', 'efficientnet-b5-autoaug']}",4,het,8,78720,imagenet,
0,FixPNASNet--efficientnet-b5-autoaug--efficientnet-b7-autoaug--pnasnet5large,0.7524031764994537,0.0913897383797445,0.6610134366412941,0.84866,0.0328794813591183,268853104.0,"{'model_scores': [8, 8, 8, 8], 'model_names': ['FixPNASNet', 'efficientnet-b5-autoaug', 'efficientnet-b7-autoaug', 'pnasnet5large']}",4,het,8,78720,imagenet,
0,FixPNASNet--efficientnet-b4--efficientnet-b4-autoaug--efficientnet-b5-autoaug,0.8045656085014343,0.0948810875415802,0.7096844941552076,0.84742,0.0404798425734043,155130708.0,"{'model_scores': [8, 8, 8, 8], 'model_names': ['FixPNASNet', 'efficientnet-b4', 'efficientnet-b4-autoaug', 'efficientnet-b5-autoaug']}",4,het,8,78720,imagenet,
0,efficientnet-b4-autoaug--efficientnet-b5-randaug--efficientnet-b7-autoaug--pnasnet5large,0.7980876353501496,0.0771515480335262,0.7209360854842276,0.8482,0.0263969035967201,202137052.0,"{'model_scores': [8, 8, 8, 8], 'model_names': ['efficientnet-b4-autoaug', 'efficientnet-b5-randaug', 'efficientnet-b7-autoaug', 'pnasnet5large']}",4,het,8,78720,imagenet,
0,FixPNASNet--efficientnet-b4--efficientnet-b5-autoaug--efficientnet-b7-randaug,0.7640764713287354,0.0945632681250572,0.6695132472032868,0.8521,0.0393543392419815,202137052.0,"{'model_scores': [8, 8, 8, 8], 'model_names': ['FixPNASNet', 'efficientnet-b4', 'efficientnet-b5-autoaug', 'efficientnet-b7-randaug']}",4,het,8,78720,imagenet,
0,efficientnet-b4--efficientnet-b6-autoaug--efficientnet-b7-autoaug--pnasnet5large,0.8203939856067355,0.0757482062183167,0.7446457774385685,0.84806,0.0265537199026782,214787972.0,"{'model_scores': [8, 8, 8, 8], 'model_names': ['efficientnet-b4', 'efficientnet-b6-autoaug', 'efficientnet-b7-autoaug', 'pnasnet5large']}",4,het,8,78720,imagenet,
0,efficientnet-b5-autoaug--efficientnet-b5-randaug--efficientnet-b7-randaug--pnasnet5large,0.7515338654302238,0.0688594132420566,0.6826744506733055,0.85068,0.0230431249526991,213185220.0,"{'model_scores': [8, 8, 8, 8], 'model_names': ['efficientnet-b5-autoaug', 'efficientnet-b5-randaug', 'efficientnet-b7-randaug', 'pnasnet5large']}",4,het,8,78720,imagenet,
0,efficientnet-b5--efficientnet-b7-autoaug--efficientnet-b7-randaug--pnasnet5large,0.7659442106851093,0.0725420461816127,0.6934021629401758,0.8522,0.0240129947487113,249143396.0,"{'model_scores': [8, 8, 8, 8], 'model_names': ['efficientnet-b5', 'efficientnet-b7-autoaug', 'efficientnet-b7-randaug', 'pnasnet5large']}",4,het,8,78720,imagenet,
0,efficientnet-b4--efficientnet-b4-autoaug--nasnetalarge--pnasnet5large,0.8516932930390357,0.0927722796735765,0.758921011734805,0.84098,0.0348908357575827,213494074.0,"{'model_scores': [8, 8, 8, 8], 'model_names': ['efficientnet-b4', 'efficientnet-b4-autoaug', 'nasnetalarge', 'pnasnet5large']}",4,het,8,78720,imagenet,
0,efficientnet-b4--efficientnet-b5--efficientnet-b7-randaug--pnasnet5large,0.8082132610721502,0.0812285001393743,0.7269847590253011,0.84808,0.0287353018745654,202137052.0,"{'model_scores': [8, 8, 8, 8], 'model_names': ['efficientnet-b4', 'efficientnet-b5', 'efficientnet-b7-randaug', 'pnasnet5large']}",4,het,8,78720,imagenet,
1,efficientnet-b3--efficientnet-b3-autoaug--inceptionv4--senet154,0.8583700410131339,0.1127175588805888,0.7456524808098499,0.83218,0.0401863576188602,182235288.0,"{'model_scores': [8, 8, 8, 8], 'model_names': ['efficientnet-b3', 'efficientnet-b3-autoaug', 'inceptionv4', 'senet154']}",4,het,8,78720,imagenet,
1,efficientnet-b3--efficientnet-b3-autoaug--inceptionresnetv2--polynet,0.8603845076640819,0.1425289063145129,0.7178556000268748,0.83022,0.0487780513577663,175676552.0,"{'model_scores': [8, 8, 8, 8], 'model_names': ['efficientnet-b3', 'efficientnet-b3-autoaug', 'inceptionresnetv2', 'polynet']}",4,het,8,78720,imagenet,
